Codigo,Producto,Cod Barra,Rubro,Sub Rubro,Proveedor,Marca,Moneda,Costo,Porc. Utilidad,Bulto,Caja / Rollo,Unidad / metro / cajita,,
ME256310,PERLAS METALIZADAS PEGADAS EN ROLLO NRO 6 XMT,909190,MERCERIA,PERLA,MERCECOR,,PESOS,400.00,"120,00",,,,,Único
ME256314,PERLAS METALIZADAS PEGADAS EN ROLLO NRO 8MM X 15MT,909194,MERCERIA,PERLA,MERCECOR,,PESOS,"9,990.00","120,00",,,,,Único
ME256315,PERLAS METALIZADAS PEGADAS EN ROLLO NRO 8MM XMT,909195,MERCERIA,PERLA,MERCECOR,,PESOS,765.90,"120,00",,,,,Único
ME256317,PERLAS PEGADAS EN ROLLO DORADO-PLATEADO Nº8 FACETADAS X 1MT,909197,MERCERIA,PERLA,,,PESOS,"1,049.95","120,00",,,,,Único
ME256316,PERLAS PEGADAS EN ROLLO DORADO-PLATEADO Nº8 FACETADAS X 20YDS,909196,MERCERIA,PERLA,,,PESOS,"18,777.66","120,00",,,,,Único
ME12547,PIMPOLLO X DOCENA,909142,MERCERIA,PIMPOLLO,,,PESOS,540.00,"120,00",,,,,Único
294001470,PINZA PARA MAQ. REMALLADORA X 1,907402,MERCERIA,PINZA,MILAN,,PESOS,"1,600.00","120,00",,,,,Único
ME535656796,PISTILOS X DOCENA,909242,MERCERIA,PISTILO,,,PESOS,50.00,"120,00",,,,,Único
294001471,PISTOLA ETIQUETADORA PRECINTO STANDAR,907403,MERCERIA,PISTOLA,MILAN,,PESOS,"13,000.00","120,00",,,,,Único
294001472,PISTOLA ETIQUETADORA PRECINTO FINA,907404,MERCERIA,PISTOLA,MILAN,,PESOS,"13,000.00","120,00",,,,,Único
294001473,PLANTILLA CON ARCO BLANCA,907405,MERCERIA,PLANTILLA,MILAN,,PESOS,"1,410.00","120,00",,,,,Único
294001474,PLANTILLA SIN ARCO BLANCA,907406,MERCERIA,PLANTILLA,MILAN,,PESOS,"1,175.00","120,00",,,,,Único
294001475,PLANTILLA SIN ARCO NEGRA,907407,MERCERIA,PLANTILLA,MILAN,,PESOS,"1,195.00","120,00",,,,,Único
294001476,PLUMA MARABU CHICA X UNIDAD ART 200/100,907408,MERCERIA,PLUMA,MERCECOR,CBX,PESOS,60.00,"120,00",,,,,Único
294001477,PLUMA MARABU MEDIANA X UNIDAD ART 156/300,907409,MERCERIA,PLUMA,MERCECOR,CBX,PESOS,90.00,"120,00",,,,,Único
294001478,HOMBRERA FORRADA ART. 10 X PAR,907410,MERCERIA,POMPON,MERCECOR,,PESOS,"1,633.33","120,00",,,,,Único
294001479,POMPON DE FIELTRO CON LUREX 20MM X UNIDAD,907411,MERCERIA,POMPON,MILAN,CBX,PESOS,30.00,"120,00",,,,,Único
294001480,POMPONES CBX 25MM X UNIDAD,907412,MERCERIA,POMPON,MILAN CBX,CBX,PESOS,86.91,"120,00",,,,,Único
294001481,POMPONES CBX 35MM X UNIDAD,907413,MERCERIA,POMPON,MILAN CBX,CBX,PESOS,118.76,"120,00",,,,,Único
294001482,PORTA BOBINA PARA MAQUINA,907414,MERCERIA,PORTA BOBINA,MILAN CBX,CBX,PESOS,"1,800.00","120,00",,,,,Único
190500001143,PORTA VALORES 13X20 CM X UNIDAD,901767,MERCERIA,PORTA,MILAN,,PESOS,"4,380.00","120,00",,,,,Único
294001483,PRECINTOS P ETIQUETADORA FINA X5000U,907415,MERCERIA,PRECINTOS,MILAN,,PESOS,"7,350.00","120,00",,,,,Único
294001484,PRECINTOS P ETIQUETADORA STANDAR X5000U ,907416,MERCERIA,PRECINTOS,MILAN,,PESOS,"7,350.00","120,00",,,,,Único
294001485,PROLONGADOR CORP 1 GANCHO FINO 2CM X UNIDAD ,907417,MERCERIA,PROLONGADOR CORPIÑO,MERCECOR,,PESOS,600.00,"120,00",,,,,Único
294001486,PROLONGADOR CORP 2 GANCHOS ANCHO 4CM X UNIDAD ART 10,907418,MERCERIA,PROLONGADOR CORPIÑO,MILAN,DT,PESOS,800.00,"120,00",,,,,Único
294001487,PROLONGADOR CORP 2 GANCHOS FINO 3CM X UNIDAD ART 10,907419,MERCERIA,PROLONGADOR CORPIÑO,MILAN,DT,PESOS,690.00,"120,00",,,,,Único
294001488,PROLONGADOR CORP 3 GANCHOS 6CM X UNIDAD ART 10,907420,MERCERIA,PROLONGADOR CORPIÑO,MILAN,DT,PESOS,"1,050.00","120,00",,,,,Único
ME1845,PUNTILLA ABROTEX 1845 X MT,909174,MERCERIA,PUNTILLA,,,PESOS,"1,496.00","120,00",,,,,Único
ME260834,PUNTILLA ABROTEX DE ALGODON ART 7178 COLOR NATURAL XMT,909198,MERCERIA,PUNTILLA,,ABROTEX,PESOS,896.02,"120,00",,,,,Único
ME87955,PUNTILLA ALGODON 260836 / 260837 X METRO,909291,MERCERIA,PUNTILLA,,,PESOS,"1,720.40","120,00",,,,,Único
ME5577,PUNTILLA ALGODON D MODA ART 101/1 X 25.MTS,909263,MERCERIA,PUNTILLA,,,PESOS,"8,728.50","120,00",,,,,Único
ME87587,PUNTILLA ALGODON D MODA ART 101/1 X METRO,909287,MERCERIA,PUNTILLA,,,PESOS,437.69,"120,00",,,,,Único
ME3146846,PUNTILLA ALOE POLIESTER Nª77 X20 YDS 4CM XMT,909204,MERCERIA,PUNTILLA,,ALOE,PESOS,227.70,"120,00",,,,,Único
294001489,PUNTILLA BROOKLYN ART 1123 VOLADOS FSIA XMT,907421,MERCERIA,PUNTILLA,MILAN,BROOKLYN,PESOS,700.00,"120,00",,,,,Único
294001490,PUNTILLA BROOKLYN ART 1125 VOLADOS LISO XMT,907422,MERCERIA,PUNTILLA,MILAN,BROOKLYN,PESOS,650.00,"120,00",,,,,Único
294001491,PUNTILLA BROOKLYN ART 1126 VOLADOS METAL XMT,907423,MERCERIA,PUNTILLA,MILAN,BROOKLYN,PESOS,890.00,"120,00",,,,,Único
2940014921,PUNTILLA BROOKLYN ART 4008 / FB 808/0 X50 MTS,907425,MERCERIA,PUNTILLA,MILAN,BROOKLYN,PESOS,"4,190.00","120,00",,,,,Único
294001492,PUNTILLA BROOKLYN ART 4008 / FB 808/0  XMT,907424,MERCERIA,PUNTILLA,MILAN,BROOKLYN,PESOS,100.00,"120,00",,,,,Único
294001493,PUNTILLA BROOKLYN ART 4009 / FB CON DORADO O PLATEADO X MT,907426,MERCERIA,PUNTILLA,MILAN,BROOKLYN,PESOS,121.10,"120,00",,,,,Único
2940014931,PUNTILLA BROOKLYN ART 4009 / FB CON DORADO O PLATEADO X50 MTS,907427,MERCERIA,PUNTILLA,MILAN,BROOKLYN,PESOS,"5,265.00","120,00",,,,,Único
294001494,PUNTILLA COYAL ART 1103 XMT NYLON,907428,MERCERIA,PUNTILLA,MILAN,COYAL,PESOS,163.48,"120,00",,,,,Único
294001495,PUNTILLA COYAL ART 19007 10CM APROX XMT LYCRA (ELASTIZADA),907429,MERCERIA,PUNTILLA,MILAN,COYAL,PESOS,"1,576.86","120,00",,,,,Único
294001496,PUNTILLA COYAL ART 2001 XMT NYLON,907430,MERCERIA,PUNTILLA,MILAN,COYAL,PESOS,260.00,"120,00",,,,,Único
294001497,PUNTILLA COYAL ART 2032 XMT NYLON,907431,MERCERIA,PUNTILLA,MILAN,COYAL,PESOS,352.00,"120,00",,,,,Único
294001498,PUNTILLA COYAL ART 2098 XMT NYLON,907432,MERCERIA,PUNTILLA,MILAN,COYAL,PESOS,410.00,"120,00",,,,,Único
294001499,PUNTILLA COYAL ART 2105 XMT NYLON,907433,MERCERIA,PUNTILLA,MILAN,COYAL,PESOS,400.00,"120,00",,,,,Único
294001500,PUNTILLA COYAL ART 2200 XMT NYLON,907434,MERCERIA,PUNTILLA,MILAN,COYAL,PESOS,168.00,"120,00",,,,,Único
294001501,PUNTILLA COYAL ART 2203 XMT NYLON,907435,MERCERIA,PUNTILLA,MILAN,COYAL,PESOS,183.96,"120,00",,,,,Único
2940015041,PUNTILLA COYAL ART 6214 NYLON,907439,MERCERIA,PUNTILLA,,COYAL,PESOS,197.34,"120,00",,,,,Único
294001502,PUNTILLA COYAL ART1030 XMT,907436,MERCERIA,PUNTILLA,MILAN,COYAL,PESOS,314.00,"120,00",,,,,Único
294001503,PUNTILLA COYAL ART 1097 XMT,907437,MERCERIA,PUNTILLA,MILAN,COYAL,PESOS,270.00,"120,00",,,,,Único
ME154111,PUNTILLA COYAL BRUSELAS LYCRA NEGRA 2CM ART 360 X METRO (ELASTIZADA),909155,MERCERIA,PUNTILLA,,,PESOS,346.61,"120,00",,,,,Único
ME65699,PUNTILLA COYAL BRUSELAS LYCRA NEGRA 4CM ART 42560 X METRO (ELASTIZADA),909276,MERCERIA,PUNTILLA,,,PESOS,759.00,"120,00",,,,,Único
294001504,PUNTILLA COYAL COLOR ART 2105 XMT,907438,MERCERIA,PUNTILLA,MILAN,COYAL,PESOS,400.00,"120,00",,,,,Único
294001505,PUNTILLA FB ART BL502 1.5CM XM,907440,MERCERIA,PUNTILLA,,FB,PESOS,194.38,"120,00",,,,,Único
294001506,PUNTILLA FB ART BL508 XMT,907441,MERCERIA,PUNTILLA,,FB,PESOS,299.05,"120,00",,,,,Único
294001507,PUNTILLA FB ART BL520 PICOT XMT,907442,MERCERIA,PUNTILLA,,FB,PESOS,151.80,"120,00",,,,,Único
294001508,PUNTILLA FB ART BL816 4.5CM XMT,907443,MERCERIA,PUNTILLA,,FB,PESOS,374.44,"120,00",,,,,Único
294001509,PUNTILLA FB ART BL817 3.5CM XMT,907444,MERCERIA,PUNTILLA,,FB,PESOS,288.42,"120,00",,,,,Único
294001510,PUNTILLA FB ART BL818 2.5CM XMT,907445,MERCERIA,PUNTILLA,,FB,PESOS,231.75,"120,00",,,,,Único
294001511,PUNTILLA FB ART BL821 PASACINTA 2.5CM XMT,907446,MERCERIA,PUNTILLA,,FB,PESOS,448.57,"120,00",,,,,Único
294001512,PUNTILLA FB ART BL826 ENTREDOS 5CM XMT,907447,MERCERIA,PUNTILLA,,FB,PESOS,374.44,"120,00",,,,,Único
294001513,PUNTILLA FB ART BL827 IPANEMA XMT,907448,MERCERIA,PUNTILLA,,FB,PESOS,374.44,"120,00",,,,,Único
294001514,"PUNTILLA FB ART BL830 CUORE 2,5CM XMT",907449,MERCERIA,PUNTILLA,,FB,PESOS,265.65,"120,00",,,,,Único
294001515,"PUNTILLA FB ART BL831 PUNTILLA 3,5CM XMT",907450,MERCERIA,PUNTILLA,,FB,PESOS,318.78,"120,00",,,,,Único
294001516,"PUNTILLA FB ART BL832 4,5CM XMT",907451,MERCERIA,PUNTILLA,,FB,PESOS,412.39,"120,00",,,,,Único
294001517,"PUNTILLA FB ART BL855 2,2CM XMT",907452,MERCERIA,PUNTILLA,,FB,PESOS,308.66,"120,00",,,,,Único
294001518,PUNTILLA FB ART BL856 XMT,907453,MERCERIA,PUNTILLA,,FB,PESOS,349.14,"120,00",,,,,Único
294001519,PUNTILLA FB ART BL857 4CM XMT,907454,MERCERIA,PUNTILLA,,FB,PESOS,452.87,"120,00",,,,,Único
294001520,PUNTILLA FB ART BL878 XMT,907455,MERCERIA,PUNTILLA,,FB,PESOS,318.78,"120,00",,,,,Único
294001521,PUNTILLA FB ART BL879 XMT,907456,MERCERIA,PUNTILLA,,FB,PESOS,232.76,"120,00",,,,,Único
294001522,PUNTILLA FB ART H13 VAINILLA Y YUTE 2CM XMT,907457,MERCERIA,PUNTILLA,,FB,PESOS,306.13,"120,00",,,,,Único
ME36295,PUNTILLA LUDETEX 1CM X MT,909211,MERCERIA,PUNTILLA,,,PESOS,176.00,"120,00",,,,,Único
ME3629,PUNTILLA LUDETEX 1CM X50 MTS,909210,MERCERIA,PUNTILLA,,,PESOS,"6,534.00","120,00",,,,,Único
294001523,"PUNTILLA NYLON ABROTEX ART 1599 1,3CM NEGRO XMT",907458,MERCERIA,PUNTILLA,MILAN,ABROTEX,PESOS,303.60,"120,00",,,,,Único
294001524,PUNTILLA NYLON ABROTEX ART 203 3CM BLANCO XMT,907459,MERCERIA,PUNTILLA,MILAN,ABROTEX,PESOS,450.00,"120,00",,,,,Único
294001525,PUNTILLA NYLON ABROTEX ART 210 2CM NEGRO XMT,907460,MERCERIA,PUNTILLA,MILAN,ABROTEX,PESOS,250.00,"120,00",,,,,Único
294001526,PUNTILLA NYLON ABROTEX ART 244 2CM B/N XMT,907461,MERCERIA,PUNTILLA,MILAN,ABROTEX,PESOS,202.84,"120,00",,,,,Único
294001527,PUNTILLA NYLON ABROTEX ART 299 4CM NEGRO XMT,907462,MERCERIA,PUNTILLA,MILAN,ABROTEX,PESOS,400.00,"120,00",,,,,Único
294001528,PUNTILLA NYLON ABROTEX ART 336 3CM BLANCO XMT,907463,MERCERIA,PUNTILLA,MILAN,ABROTEX,PESOS,320.00,"120,00",,,,,Único
294001529,"PUNTILLA NYLON ABROTEX ART 402 2,5CM NEGRO XMT",907464,MERCERIA,PUNTILLA,MILAN,ABROTEX,PESOS,320.00,"120,00",,,,,Único
294001530,"PUNTILLA NYLON ABROTEX ART 440 3,5CM BLANCO / NEGRO XMT",907465,MERCERIA,PUNTILLA,MILAN,ABROTEX,PESOS,390.00,"120,00",,,,,Único
294001531,PUNTILLA NYLON ABROTEX ART 520 4CM BLANCO / NEGRO XMT,907466,MERCERIA,PUNTILLA,MILAN,ABROTEX,PESOS,364.06,"120,00",,,,,Único
294001532,PUNTILLA NYLON ABROTEX ART 76 2CM NEGRO XMT,907467,MERCERIA,PUNTILLA,MILAN,ABROTEX,PESOS,290.00,"120,00",,,,,Único
294001533,PUNTILLA NYLON ABROTEX ART 931 1CM NEGRO,907468,MERCERIA,PUNTILLA,MILAN,ABROTEX,PESOS,250.00,"120,00",,,,,Único
ME054,"PUNTILLA ST ALGODON ART 0236 2,5CM XMT",909132,MERCERIA,PUNTILLA,MILAN,ST,PESOS,750.00,"120,00",,,,,Único
ME1320,"PUNTILLA ST ALGODON 0105 1,5CM X MT",909145,MERCERIA,PUNTILLA,MILAN,ST,PESOS,385.00,"120,00",,,,,Único
ME5456,"PUNTILLA ST ALGODON 0103 0,8CM X MT",909250,MERCERIA,PUNTILLA,MILAN,ST,PESOS,180.00,"120,00",,,,,Único
MER12588889999,*,909338,MERCERIA,PUNTILLA,MILAN,ST,PESOS,,,,,,,Único
294001534,PUNTILLA ST ALGODON ART 0100 BLANCO XMT,907469,MERCERIA,PUNTILLA,MILAN,ST,PESOS,170.00,"120,00",,,,,Único
294001535,PUNTILLA ST ALGODON ART 0100 NEGRO XMT,907470,MERCERIA,PUNTILLA,MILAN,ST,PESOS,223.00,"120,00",,,,,Único
294001536,PUNTILLA ST ALGODON ART 0102 BLANCO XMT,907471,MERCERIA,PUNTILLA,MILAN,ST,PESOS,246.75,"120,00",,,,,Único
294001537,PUNTILLA ST ALGODON ART 0102 NEGRO XMT,907472,MERCERIA,PUNTILLA,MILAN,ST,PESOS,310.48,"120,00",,,,,Único
294001538,PUNTILLA ST ALGODON ART 0104 2CM XMT,907473,MERCERIA,PUNTILLA,MILAN,ST,PESOS,413.10,"120,00",,,,,Único
294001539,PUNTILLA ST ALGODON ART 0106 2CM XMT,907474,MERCERIA,PUNTILLA,MILAN,ST,PESOS,457.37,"120,00",,,,,Único
294001540,PUNTILLA ST ALGODON ART 0113 3CM XMT,907475,MERCERIA,PUNTILLA,MILAN,ST,PESOS,439.76,"120,00",,,,,Único
294001541,"PUNTILLA ST ALGODON ART 0114 4,5CM XMT",907476,MERCERIA,PUNTILLA,MILAN,ST,PESOS,578.86,"120,00",,,,,Único
294001542,"PUNTILLA ST ALGODON ART 0121 1,5CM XMT",907477,MERCERIA,PUNTILLA,MILAN,ST,PESOS,227.75,"120,00",,,,,Único
294001543,"PUNTILLA ST ALGODON ART 0122 YUTE 2,5CM XMT",907478,MERCERIA,PUNTILLA,MILAN,ST,PESOS,466.15,"120,00",,,,,Único
294001544,PUNTILLA ST ALGODON ART 0122/20 XMT,907479,MERCERIA,PUNTILLA,MILAN,ST,PESOS,249.43,"120,00",,,,,Único
ME131011,"PUNTILLA ST ALGODON ART 0124 3,5CM XMT",,,,MILAN,ST,,320.00,"120,01",,,,,Único
294001547,"PUNTILLA ST ALGODON ART 0124 YUTE 3,5CM XMT",907482,MERCERIA,PUNTILLA,MILAN,ST,PESOS,615.68,"120,00",,,,,Único
294001548,PUNTILLA ST ALGODON ART 0125 XMT,907483,MERCERIA,PUNTILLA,MILAN,ST,PESOS,599.00,"120,00",,,,,Único
294001549,PUNTILLA ST ALGODON ART 0126 XMT,907484,MERCERIA,PUNTILLA,MILAN,ST,PESOS,330.00,"120,00",,,,,Único
294001546,PUNTILLA ST ALGODON ART 0132/20 XMT,907481,MERCERIA,PUNTILLA,MILAN,ST,PESOS,325.00,"120,00",,,,,Único
294001550,"PUNTILLA ST ALGODON ART 0133 3,5CM XMT",907485,MERCERIA,PUNTILLA,MILAN,ST,PESOS,390.00,"120,00",,,,,Único
294001551,PUNTILLA ST ALGODON ART 0134 XMT,907486,MERCERIA,PUNTILLA,MILAN,ST,PESOS,420.00,"120,00",,,,,Único
294001545,PUNTILLA ST ALGODON ART 0137 4CM XMT,907480,MERCERIA,PUNTILLA,MILAN,ST,PESOS,430.00,"120,00",,,,,Único
294001552,PUNTILLA ST ALGODON ART 0152 NEGRO XMT,907487,MERCERIA,PUNTILLA,MILAN,ST,PESOS,540.00,"120,00",,,,,Único
294001553,PUNTILLA ST ALGODON ART 0152/20 BLANCO XMT,907488,MERCERIA,PUNTILLA,MILAN,ST,PESOS,400.00,"120,00",,,,,Único
294001554,PUNTILLA ST ALGODON ART 0153 BLANCO XMT,907489,MERCERIA,PUNTILLA,MILAN,ST,PESOS,500.00,"120,00",,,,,Único
294001555,PUNTILLA ST ALGODON ART 0153 NEGRO XMT,907490,MERCERIA,PUNTILLA,MILAN,ST,PESOS,570.00,"120,00",,,,,Único
294001556,PUNTILLA ST ALGODON ART 0154 XMT,907491,MERCERIA,PUNTILLA,MILAN,ST,PESOS,530.00,"120,00",,,,,Único
294001557,PUNTILLA ST ALGODON ART 0155 BLANCO XMT,907492,MERCERIA,PUNTILLA,MILAN,ST,PESOS,660.00,"120,00",,,,,Único
294001558,PUNTILLA ST ALGODON ART 0155 NEGRO XMT,907493,MERCERIA,PUNTILLA,MILAN,ST,PESOS,900.00,"120,00",,,,,Único
294001559,PUNTILLA ST ALGODON ART 0157 7CM XMT,907494,MERCERIA,PUNTILLA,MILAN,ST,PESOS,860.00,"120,00",,,,,Único
294001560,PUNTILLA ST ALGODON ART 0164 BLANCO XMT,907495,MERCERIA,PUNTILLA,MILAN,ST,PESOS,530.00,"120,00",,,,,Único
294001561,PUNTILLA ST ALGODON ART 0164 NEGRO XMT,907496,MERCERIA,PUNTILLA,MILAN,ST,PESOS,710.00,"120,00",,,,,Único
294001562,PUNTILLA ST ALGODON ART 0173 BLANCO XMT,907497,MERCERIA,PUNTILLA,MILAN,ST,PESOS,305.00,"120,00",,,,,Único
294001563,PUNTILLA ST ALGODON ART 0173 NEGRO XMT,907498,MERCERIA,PUNTILLA,MILAN,ST,PESOS,525.00,"120,00",,,,,Único
294001564,PUNTILLA ST ALGODON ART 0177 BLANCO XMT,907499,MERCERIA,PUNTILLA,MILAN,ST,PESOS,395.00,"120,00",,,,,Único
294001565,PUNTILLA ST ALGODON ART 0177 NEGRO XMT,907500,MERCERIA,PUNTILLA,MILAN,ST,PESOS,535.00,"120,00",,,,,Único
294001566,PUNTILLA ST ALGODON ART 0182/20 XMT,907501,MERCERIA,PUNTILLA,MILAN,ST,PESOS,320.00,"120,00",,,,,Único
294001567,"PUNTILLA ST ALGODON ART 0231 1,5CM XMT",907502,MERCERIA,PUNTILLA,MILAN,ST,PESOS,460.00,"120,00",,,,,Único
294001568,PUNTILLA ST ALGODON ART 0411 BLANCO XMT,907503,MERCERIA,PUNTILLA,MILAN,ST,PESOS,320.00,"120,00",,,,,Único
294001569,PUNTILLA ST ALGODON ART 0412 BLANCO XMT,907504,MERCERIA,PUNTILLA,MILAN,ST,PESOS,500.00,"120,00",,,,,Único
294001570,PUNTILLA ST ALGODON ART 0412 NEGRO XMT,907505,MERCERIA,PUNTILLA,MILAN,ST,PESOS,550.00,"120,00",,,,,Único
294001571,PUNTILLA ST ALGODON ART 0413 BLANCO XMT,907506,MERCERIA,PUNTILLA,MILAN,ST,PESOS,560.00,"120,00",,,,,Único
294001572,PUNTILLA ST ALGODON ART 0413 NEGRO XMT,907507,MERCERIA,PUNTILLA,MILAN,ST,PESOS,910.00,"120,00",,,,,Único
294001573,PUNTILLA ST ALGODON ART 0416 BLANCO XMT,907508,MERCERIA,PUNTILLA,MILAN,ST,PESOS,"1,100.00","120,00",,,,,Único
294001574,PUNTILLA ST ALGODON ART 0416 NEGRO XMT,907509,MERCERIA,PUNTILLA,MILAN,ST,PESOS,"1,595.00","120,00",,,,,Único
294001575,PUNTILLA ST ALGODON ART 0418 8CM X MT,907510,MERCERIA,PUNTILLA,MILAN,ST,PESOS,"1,396.50","120,00",,,,,Único
294001576,PUNTILLA ST ALGODON ART 0418 NEGRO XMT,907511,MERCERIA,PUNTILLA,MILAN,ST,PESOS,"2,020.00","120,00",,,,,Único
294001577,"PUNTILLA ST ALGODON ART 0455 4,5CM BLANCO XMT",907512,MERCERIA,PUNTILLA,MILAN,ST,PESOS,760.00,"120,00",,,,,Único
294001578,PUNTILLA ST ALGODON ART 0464 NEGRO XMT,907513,MERCERIA,PUNTILLA,MILAN,ST,PESOS,840.00,"120,00",,,,,Único
294001579,PUNTILLA ST ALGODON ART 0472 XMT,907514,MERCERIA,PUNTILLA,MILAN,ST,PESOS,420.00,"120,00",,,,,Único
294001580,PUNTILLA ST ALGODON ART 0473 XMT,907515,MERCERIA,PUNTILLA,MILAN,ST,PESOS,560.00,"120,00",,,,,Único
294001581,PUNTILLA ST ALGODON ART 0476 XMT,907516,MERCERIA,PUNTILLA,MILAN,ST,PESOS,"1,100.00","120,00",,,,,Único
294001582,PUNTILLA ST ALGODON ART 0479 BLANCO 14CM XMT,907517,MERCERIA,PUNTILLA,MILAN,ST,PESOS,"2,810.00","120,00",,,,,Único
294001583,PUNTILLA ST ALGODON ART 0479 NEGRO 14 CM XMT,907518,MERCERIA,PUNTILLA,MILAN,ST,PESOS,"3,830.00","120,00",,,,,Único
294001584,PUNTILLA ST ALGODON ART 0491/20 BLANCO XMT,907519,MERCERIA,PUNTILLA,MILAN,ST,PESOS,325.00,"120,00",,,,,Único
294001585,PUNTILLA ST ALGODON ART 0495/20 BLANCO XMT,907520,MERCERIA,PUNTILLA,MILAN,ST,PESOS,465.00,"120,00",,,,,Único
2940015851,PUNTILLA ST ALGODON ART 0555 XMT,907521,MERCERIA,PUNTILLA,MILAN,ST,PESOS,858.00,"120,00",,,,,Único
294001586,PUNTILLA ST ALGODON ART 0595 BLANCO XMT,907522,MERCERIA,PUNTILLA,MILAN,ST,PESOS,910.00,"120,00",,,,,Único
294001587,PUNTILLA ST ALGODON ART 0596 BLANCO XMT,907523,MERCERIA,PUNTILLA,MILAN,ST,PESOS,980.00,"120,00",,,,,Único
294001588,"PUNTILLA ST ALGODON ART 0609 1,5CM BLANCO XMT",907524,MERCERIA,PUNTILLA,MILAN,ST,PESOS,530.00,"120,00",,,,,Único
294001589,PUNTILLA ST ALGODON ART 0611 2CM BLANCO XMT,907525,MERCERIA,PUNTILLA,MILAN,ST,PESOS,570.00,"120,00",,,,,Único
294001590,PUNTILLA ST ALGODON ART 0612 2CM XMT,907526,MERCERIA,PUNTILLA,MILAN,ST,PESOS,535.00,"120,00",,,,,Único
294001591,PUNTILLA ST ALGODON ART 0614 2CM XMT,907527,MERCERIA,PUNTILLA,MILAN,ST,PESOS,670.00,"120,00",,,,,Único
294001592,PUNTILLA ST ALGODON ART 0615 XMT,907528,MERCERIA,PUNTILLA,MILAN,ST,PESOS,685.00,"120,00",,,,,Único
294001593,PUNTILLA ST ALGODON ART 0616 XMT,907529,MERCERIA,PUNTILLA,MILAN,ST,PESOS,935.00,"120,00",,,,,Único
294001594,PUNTILLA ST ALGODON ART 0901/20 XMT,907530,MERCERIA,PUNTILLA,MILAN,ST,PESOS,255.00,"120,00",,,,,Único
294001595,PUNTILLA ST ALGODON ART 0903 BLANCO XMT,907531,MERCERIA,PUNTILLA,MILAN,ST,PESOS,455.00,"120,00",,,,,Único
294001596,PUNTILLA ST ALGODON ART 0903 NEGRO XMT,907532,MERCERIA,PUNTILLA,MILAN,ST,PESOS,520.00,"120,00",,,,,Único
294001597,PUNTILLA ST ALGODON ART 0904 BLANCO XMT,907533,MERCERIA,PUNTILLA,MILAN,ST,PESOS,800.00,"120,00",,,,,Único
294001598,PUNTILLA ST ALGODON ART 0911 BLANCO XMT,907534,MERCERIA,PUNTILLA,MILAN,ST,PESOS,280.00,"120,00",,,,,Único
ME54158,"PUNTILLA ST ALGODON ART 103 0,8CM X MT",909244,MERCERIA,PUNTILLA,MILAN,ST,PESOS,170.00,"120,00",,,,,Único
294001599,PUNTILLA ST ALGODON ART 162 BLANCO XMT,907535,MERCERIA,PUNTILLA,MILAN,ST,PESOS,320.00,"120,00",,,,,Único
294001600,PUNTILLA ST ALGODON ART 411 NEGRO XMT,907536,MERCERIA,PUNTILLA,MILAN,ST,PESOS,515.00,"120,00",,,,,Único
294001601,PUNTILLA ST NYLON ART 0134 XMT,907537,MERCERIA,PUNTILLA,MILAN,ST,PESOS,150.00,"120,00",,,,,Único
294001602,PUNTILLA ST NYLON ART 0168 XMT,907538,MERCERIA,PUNTILLA,MILAN,ST,PESOS,560.00,"120,00",,,,,Único
294001603,PUNTILLA ST NYLON ART 0211 XMT,907539,MERCERIA,PUNTILLA,MILAN,ST,PESOS,240.00,"120,00",,,,,Único
294001604,PUNTILLA ST NYLON ART 0221 XMT,907540,MERCERIA,PUNTILLA,MILAN,ST,PESOS,645.00,"120,00",,,,,Único
294001605,PUNTILLA ST NYLON ART 0328 XMT,907541,MERCERIA,PUNTILLA,MILAN,ST,PESOS,410.00,"120,00",,,,,Único
294001606,PUNTILLA ST NYLON ART 0336 XMT,907542,MERCERIA,PUNTILLA,MILAN,ST,PESOS,460.00,"120,00",,,,,Único
294001607,PUNTILLA ST NYLON ART 0341 XMT,907543,MERCERIA,PUNTILLA,MILAN,ST,PESOS,710.00,"120,00",,,,,Único
294001608,PUNTILLA ST NYLON ART 0366L XMT,907544,MERCERIA,PUNTILLA,MILAN,ST,PESOS,565.00,"120,00",,,,,Único
294001609,PUNTILLA ST NYLON ART 0624 XMT,907545,MERCERIA,PUNTILLA,MILAN,ST,PESOS,685.00,"120,00",,,,,Único
294001610,PUNTILLA ST NYLON ART 0675 XMT,907546,MERCERIA,PUNTILLA,MILAN,ST,PESOS,470.00,"120,00",,,,,Único
294001611,PUNTILLA ST NYLON ART 0676 XMT,907547,MERCERIA,PUNTILLA,MILAN,ST,PESOS,800.00,"120,00",,,,,Único
294001612,PUNTILLA ST NYLON ART 0706 XMT,907548,MERCERIA,PUNTILLA,MILAN,ST,PESOS,430.00,"120,00",,,,,Único
294001613,PUNTILLA ST NYLON ART 0730 XMT,907549,MERCERIA,PUNTILLA,MILAN,ST,PESOS,960.00,"120,00",,,,,Único
294001614,"PUNTILLA ST NYLON ART 0946 2,5CM XMT",907550,MERCERIA,PUNTILLA,MILAN,ST,PESOS,480.00,"120,00",,,,,Único
294001615,PUNTILLA ST NYLON ART 1011 1CM XMT,907551,MERCERIA,PUNTILLA,MILAN,ST,PESOS,280.00,"120,00",,,,,Único
294001616,PUNTILLA ST NYLON ART 1015 2CM XMT,907552,MERCERIA,PUNTILLA,MILAN,ST,PESOS,400.00,"120,00",,,,,Único
