ULTIMA ACT. COSTO,PRODUCTO,COSTO,PROVEEDOR,CODIGO
30/05/2025,*,1.00,,301268
30/05/2025,*,1.00,,301270
30/05/2025,*,1.00,,301295
30/05/2025,*,1.00,,301321
30/05/2025,*,1.00,,301410
30/05/2025,*,1.00,,301618
30/05/2025,*,1.00,,301619
30/05/2025,*,1.00,,301620
30/05/2025,*,1.00,,302004
30/05/2025,*,1.00,,302007
30/05/2025,*,1.00,,302008
30/05/2025,*,1.00,,302014
30/05/2025,*,1.00,,302015
30/05/2025,*,1.00,,302016
30/05/2025,*,1.00,,302017
08/07/2025,SET ELECTRODOMESTICOS TINY HOME 55459,"14,320.00",,302029
30/05/2025,*,1.00,,302031
30/05/2025,*,1.00,,302032
30/05/2025,*,1.00,,302033
30/05/2025,*,1.00,,302035
30/05/2025,*,1.00,,302036
30/05/2025,*,1.00,,302037
30/05/2025,*,1.00,,302043
30/05/2025,*,1.00,,302046
30/05/2025,*,1.00,,302057
30/05/2025,*,1.00,,302058
30/05/2025,*,1.00,,302069
30/05/2025,*,1.00,,302070
30/05/2025,*,1.00,,302071
30/05/2025,*,1.00,,302074
30/05/2025,*,1.00,,302077
30/05/2025,*,1.00,,302078
30/05/2025,*,1.00,,302079
30/05/2025,*,1.00,,302080
30/05/2025,*,1.00,,302085
30/05/2025,*,1.00,,302100
30/05/2025,*,1.00,,302101
30/05/2025,*,1.00,,302102
30/05/2025,*,1.00,,302103
30/05/2025,*,1.00,,302104
30/05/2025,*,1.00,,302105
30/05/2025,*,1.00,,302106
30/05/2025,*,1.00,,302107
30/05/2025,*,1.00,,302108
30/05/2025,*,1.00,,302110
30/05/2025,*,1.00,,302112
30/05/2025,*,1.00,,302118
30/05/2025,*,1.00,,302120
30/05/2025,*,1.00,,302122
30/05/2025,*,1.00,,302123
30/05/2025,*,1.00,,302124
30/05/2025,*,1.00,,302129
30/05/2025,*,1.00,,302131
30/05/2025,*,1.00,,302132
30/05/2025,*,1.00,,302140
30/05/2025,*,1.00,,302141
30/05/2025,*,1.00,,302145
30/05/2025,*,1.00,,302155
30/05/2025,*,1.00,,302156
30/05/2025,*,1.00,,302157
30/05/2025,*,1.00,,302160
30/05/2025,*,1.00,,302161
30/05/2025,*,1.00,,302162
30/05/2025,*,1.00,,302168
30/05/2025,*,1.00,,302170
30/05/2025,*,1.00,,302171
30/05/2025,*,1.00,,302191
30/05/2025,*,1.00,,302195
30/05/2025,*,1.00,,302196
30/05/2025,*,1.00,,302197
30/05/2025,*,1.00,,302202
30/05/2025,*,1.00,,302203
30/05/2025,*,1.00,,302205
30/05/2025,*,1.00,,302206
30/05/2025,*,1.00,,302210
30/05/2025,*,1.00,,302211
30/05/2025,*,1.00,,302232
30/05/2025,*,1.00,,302237
30/05/2025,*,1.00,,302247
30/05/2025,*,1.00,,302250
30/05/2025,*,1.00,,302251
30/05/2025,*,1.00,,302256
30/05/2025,*,1.00,,302257
30/05/2025,*,1.00,,302260
30/05/2025,*,1.00,,302261
30/05/2025,*,1.00,,302262
30/05/2025,*,1.00,,302263
30/05/2025,*,1.00,,302264
30/05/2025,*,1.00,,302310
30/05/2025,*,1.00,,302313
30/05/2025,*,1.00,,302318
30/05/2025,*,1.00,,302319
30/05/2025,*,1.00,,302322
30/05/2025,*,1.00,,302323
30/05/2025,*,1.00,,302325
30/05/2025,*,1.00,,302326
30/05/2025,*,1.00,,302327
30/05/2025,*,1.00,,302328
30/05/2025,*,1.00,,302392
30/05/2025,*,1.00,,302500
30/05/2025,*,1.00,,302501
30/05/2025,*,1.00,,302510
30/05/2025,*,1.00,,302511
30/05/2025,*,1.00,,302515
30/05/2025,*,1.00,,302521
30/05/2025,*,1.00,,302526
30/05/2025,*,1.00,,302527
30/05/2025,*,1.00,,302528
30/05/2025,*,1.00,,302531
30/05/2025,*,1.00,,302532
30/05/2025,*,1.00,,302535
30/05/2025,*,1.00,,302537
30/05/2025,*,1.00,,302538
30/05/2025,*,1.00,,302539
30/05/2025,*,1.00,,302540
30/05/2025,*,1.00,,302541
30/05/2025,*,1.00,,302542
30/05/2025,*,1.00,,302543
30/05/2025,*,1.00,,302544
30/05/2025,*,1.00,,302545
30/05/2025,*,1.00,,302547
30/05/2025,*,1.00,,302549
30/05/2025,*,1.00,,302551
30/05/2025,*,1.00,,302554
30/05/2025,*,1.00,,302556
30/05/2025,*,1.00,,302557
30/05/2025,*,1.00,,302560
30/05/2025,*,1.00,,302561
30/05/2025,*,1.00,,302562
07/07/2025,RIÑONERA STITCH DLS 6838,"10,830.00",,302563
30/05/2025,*,1.00,,302564
30/05/2025,*,1.00,,302580
30/05/2025,*,1.00,,302584
30/05/2025,*,1.00,,302588
30/05/2025,*,1.00,,302600
16/03/2026,*,0.00,REX,302756
30/05/2025,*,1.00,,302601
30/05/2025,*,1.00,,302602
30/05/2025,*,1.00,,302603
30/05/2025,*,1.00,,302604
30/05/2025,*,1.00,,302605
30/05/2025,*,1.00,,302606
30/05/2025,*,1.00,,302608
30/05/2025,*,1.00,,302609
30/05/2025,*,1.00,,302611
30/05/2025,*,1.00,,302612
30/05/2025,*,1.00,,302613
30/05/2025,*,1.00,,302615
30/05/2025,*,1.00,,302617
30/05/2025,*,1.00,,302618
30/05/2025,*,1.00,,302619
30/05/2025,*,1.00,,302620
30/05/2025,*,1.00,,302621
30/05/2025,*,1.00,,302622
30/05/2025,*,1.00,,302623
30/05/2025,*,1.00,,302624
30/05/2025,*,1.00,,302627
30/05/2025,*,1.00,,302750
30/05/2025,*,1.00,,302751
30/05/2025,*,1.00,,302752
30/05/2025,*,1.00,,302753
30/05/2025,*,1.00,,302754
30/05/2025,*,1.00,,302755
30/05/2025,*,1.00,,302757
30/05/2025,*,1.00,,303000
30/05/2025,*,1.00,,303002
30/05/2025,*,1.00,,303004
30/05/2025,*,1.00,,303007
30/05/2025,*,1.00,,303012
07/01/2026,BOLIGRAFO SABONIS 4COLORES FB-7308 (DISCONTINUADO),565.00,ESTELA MONTENEGRO S.R.L.,303013
30/05/2025,*,1.00,,303014
30/05/2025,*,1.00,,303015
30/05/2025,*,1.00,,303017
30/05/2025,*,1.00,,303020
30/05/2025,*,1.00,,303022
30/05/2025,*,1.00,,303023
30/05/2025,*,1.00,,303024
04/07/2025,BLOCKES DURAVIT BALDE X 60 PZAS 660 MINI BLOCKES,"9,205.00",,303026
30/05/2025,*,1.00,,303030
04/07/2025,BLOCKES DURAVIT BALDE X 18 PZAS SUPER BLOCKS,"7,200.00",,303031
04/07/2025,BLOCKES RODAR 444 MULTI BLOCKS BALDE X 144 PZAS,"11,670.00",,303032
30/05/2025,*,1.00,,303046
30/05/2025,*,1.00,,303049
30/05/2025,*,1.00,,303050
30/05/2025,*,1.00,,303051
30/05/2025,*,1.00,,303054
30/05/2025,*,1.00,,303055
30/05/2025,*,1.00,,303061
30/05/2025,*,1.00,,303070
30/05/2025,*,1.00,,303074
30/05/2025,*,1.00,,303076
30/05/2025,*,1.00,,303077
30/05/2025,*,1.00,,303078
30/05/2025,*,1.00,,303079
30/05/2025,*,1.00,,303110
07/01/2026,BOLIGRAFO SABONIS P/PUBLICIDAD TOUCH 6099P (DISCONTINUADO),610.00,ESTELA MONTENEGRO S.R.L.,303111
30/05/2025,*,1.00,,303113
30/05/2025,*,1.00,,303117
30/05/2025,*,1.00,,303144
30/05/2025,*,1.00,,303156
30/05/2025,*,1.00,,303159
20/09/2025,PUNTILLA ALGODON ABROTEX 26837,"1,320.00",,303187
10/09/2025,TAZA CERAMICA MENTA JAS 457719,"4,425.00",,303191
30/05/2025,*,1.00,,303195
24/07/2025,LABIAL / BRILLO LABIAL X 2 KUROMI / KITTY LLAVERO AIRPODS,"2,000.00",,303198
30/05/2025,*,1.00,,303203
30/05/2025,*,1.00,,303218
30/05/2025,*,1.00,,303219
30/05/2025,*,1.00,,303226
06/09/2025,BOLSA ZIPLOC MEDIANA CONSERVA X UNIDAD,350.00,,303238
06/09/2025,BOLSA ZIPLOC CONSERVA GRANDE X UNIDAD,350.00,,303239
11/10/2025,CALCULADORA DEXIN KK-1048B,"17,090.00",,303260
11/10/2025,CALCULADORA DEXIN KK-111-12,"18,000.00",,303261
30/05/2025,*,1.00,,303270
30/05/2025,*,1.00,,303271
30/05/2025,*,1.00,,303273
30/05/2025,*,1.00,,303275
30/05/2025,*,1.00,,303276
30/05/2025,*,1.00,,303293
30/05/2025,*,1.00,,303295
30/05/2025,*,1.00,,303297
03/07/2025,AUTO RADIO CONTROL SD21179 21179 KING CAR,"11,408.00",,303306
03/07/2025,AUTO ESPACIAL C/ ASTRONAUTA BL8906 SPACE SET,"21,350.00",,303307
04/07/2025,AUTO FORMULA UNO CHICO F1 COD. 010,892.00,,303308
30/05/2025,*,1.00,,303316
30/05/2025,*,1.00,,303318
30/05/2025,*,1.00,,303322
30/05/2025,*,1.00,,303323
30/05/2025,*,1.00,,303326
30/05/2025,*,1.00,,303396
30/05/2025,*,1.00,,303404
30/05/2025,*,1.00,,303407
30/05/2025,*,1.00,,303408
16/03/2026,*,0.00,ESTELA MONTENEGRO S.R.L.,303412
16/03/2026,*,0.00,TODO TERMICO,303419
30/05/2025,*,1.00,,303409
30/05/2025,*,1.00,,303421
30/05/2025,*,1.00,,303422
30/05/2025,*,1.00,,303423
30/05/2025,*,1.00,,303424
30/05/2025,*,1.00,,303431
30/05/2025,*,1.00,,303432
30/05/2025,*,1.00,,303433
30/05/2025,*,1.00,,303437
30/05/2025,*,1.00,,303439
30/05/2025,*,1.00,,303440
30/05/2025,*,1.00,,303442
30/05/2025,*,1.00,,303443
30/05/2025,*,1.00,,303444
30/05/2025,*,1.00,,303445
30/05/2025,*,1.00,,303446
30/05/2025,*,1.00,,303447
30/05/2025,*,1.00,,303448
30/05/2025,*,1.00,,303508
30/05/2025,*,1.00,,303511
30/05/2025,*,1.00,,303512
30/05/2025,*,1.00,,303513
16/03/2026,*,0.00,TODO TERMICO,303420
16/03/2026,*,0.00,REX,303600
16/03/2026,*,0.00,,303601
16/03/2026,*,0.00,,303602
16/03/2026,"MOCHILA SKORA C/CARRO LETS PLAY 18"" 42904/906/909","55,222.22",,303595
30/05/2025,*,1.00,,303515
30/05/2025,*,1.00,,303517
30/05/2025,*,1.00,,303519
30/05/2025,*,1.00,,303522
30/05/2025,*,1.00,,303523
30/05/2025,*,1.00,,303526
30/05/2025,*,1.00,,303532
30/05/2025,*,1.00,,303535
30/05/2025,*,1.00,,303581
30/05/2025,*,1.00,,303582
30/05/2025,*,1.00,,303591
30/05/2025,*,1.00,,303592
30/05/2025,*,1.00,,303598
30/05/2025,*,1.00,,303629
30/05/2025,*,1.00,,303631
30/05/2025,*,1.00,,303632
30/05/2025,*,1.00,,303634
30/05/2025,*,1.00,,303637
30/05/2025,*,1.00,,303638
30/05/2025,*,1.00,,303646
30/05/2025,*,1.00,,303647
30/05/2025,*,1.00,,303648
30/05/2025,*,1.00,,303649
30/05/2025,*,1.00,,303661
30/05/2025,*,1.00,,303671
25/08/2025,PUNTILLA PASACINTA BROOKLYN 4039 VAINILLA PASA CINTA,655.00,,303677
30/05/2025,*,1.00,,303680
28/11/2025,BANDANA,"1,200.00",,303681
30/05/2025,*,1.00,,303682
30/05/2025,*,1.00,,303683
30/05/2025,*,1.00,,303684
12/09/2025,GRANADERO SET CARTON,"1,060.00",,303685
30/05/2025,*,1.00,,303816
30/05/2025,*,1.00,,303825
30/05/2025,*,1.00,,303835
30/05/2025,*,1.00,,303841
30/05/2025,*,1.00,,303843
30/05/2025,*,1.00,,303850
11/10/2025,"BOLSA BRANDFEST COTILLON 12,5 X 7 COLOR/LUNAR X 10","1,143.00",ESTELA MONTENEGRO S.R.L.,303854
30/05/2025,*,1.00,,303858
30/05/2025,*,1.00,,303859
30/05/2025,*,1.00,,303900
30/05/2025,*,1.00,,303902
30/05/2025,*,1.00,,303909
30/05/2025,*,1.00,,303910
30/05/2025,*,1.00,,303911
30/05/2025,*,1.00,,303914
30/05/2025,*,1.00,,303917
30/05/2025,*,1.00,,304000
07/01/2026,*,"7,000.00",,304002
30/05/2025,*,1.00,,304010
30/05/2025,*,1.00,,304011
30/05/2025,*,1.00,,304012
30/05/2025,*,1.00,,304016
30/05/2025,*,1.00,,304017
30/05/2025,*,1.00,,304018
16/10/2025,BARRITAS DE SILICONA CANDELA FINA X 1,283.69,ESTELA MONTENEGRO S.R.L.,304021
30/05/2025,*,1.00,,304024
30/05/2025,*,1.00,,304028
30/05/2025,*,1.00,,304029
30/05/2025,*,1.00,,304030
30/05/2025,*,1.00,,304031
30/05/2025,*,1.00,,304032
30/05/2025,*,1.00,,304033
30/05/2025,*,1.00,,304034
30/05/2025,*,1.00,,304050
30/05/2025,*,1.00,,304054
30/05/2025,*,1.00,,304061
30/05/2025,*,1.00,,304062
30/05/2025,*,1.00,,304079
30/05/2025,*,1.00,,304080
30/05/2025,*,1.00,,304081
30/05/2025,*,1.00,,304084
30/05/2025,*,1.00,,304085
30/05/2025,*,1.00,,304086
30/05/2025,*,1.00,,304087
30/05/2025,*,1.00,,304088
30/05/2025,*,1.00,,304091
30/05/2025,*,1.00,,304093
30/05/2025,*,1.00,,304094
30/05/2025,*,1.00,,304095
30/05/2025,*,1.00,,304096
30/05/2025,*,1.00,,304097
30/05/2025,*,1.00,,304098
30/05/2025,*,1.00,,304099
30/05/2025,*,1.00,,304103
30/05/2025,*,1.00,,304104
30/05/2025,*,1.00,,304108
30/05/2025,*,1.00,,304109
30/05/2025,*,1.00,,304113
30/05/2025,*,1.00,,304114
30/05/2025,*,1.00,,304115
30/05/2025,*,1.00,,304116
30/05/2025,*,1.00,,304117
30/05/2025,*,1.00,,304119
30/05/2025,*,1.00,,304120
30/05/2025,*,1.00,,304125
30/05/2025,*,1.00,,304154
30/05/2025,*,1.00,,304155
30/05/2025,*,1.00,,304157
30/05/2025,*,1.00,,304158
30/05/2025,*,1.00,,304159
30/05/2025,*,1.00,,304163
30/05/2025,*,1.00,,304164
30/05/2025,*,1.00,,304166
30/05/2025,*,1.00,,304167
30/05/2025,*,1.00,,304168
30/05/2025,*,1.00,,304169
30/05/2025,*,1.00,,304170
30/05/2025,*,1.00,,304171
30/05/2025,*,1.00,,304177
30/05/2025,*,1.00,,304178
30/05/2025,*,1.00,,304180
30/05/2025,*,1.00,,304182
30/05/2025,*,1.00,,304183
30/05/2025,*,1.00,,304184
30/05/2025,*,1.00,,304185
30/05/2025,*,1.00,,304186
30/05/2025,*,1.00,,304187
30/05/2025,*,1.00,,304188
30/05/2025,*,1.00,,304189
30/05/2025,*,1.00,,304199
30/05/2025,*,1.00,,304200
30/05/2025,*,1.00,,304201
30/05/2025,*,1.00,,304203
30/05/2025,*,1.00,,304204
30/05/2025,*,1.00,,304211
30/05/2025,*,1.00,,304212
30/05/2025,*,1.00,,304214
30/05/2025,*,1.00,,304216
30/05/2025,*,1.00,,304217
30/05/2025,*,1.00,,304219
30/05/2025,*,1.00,,304222
30/05/2025,*,1.00,,304223
30/05/2025,*,1.00,,304224
30/05/2025,*,1.00,,304226
30/05/2025,*,1.00,,304230
30/05/2025,*,1.00,,304231
30/05/2025,*,1.00,,304232
30/05/2025,*,1.00,,304233
30/05/2025,*,1.00,,304234
30/05/2025,*,1.00,,304235
30/05/2025,*,1.00,,304236
30/05/2025,*,1.00,,304239
30/05/2025,*,1.00,,304240
30/05/2025,*,1.00,,304241
30/05/2025,*,1.00,,304242
30/05/2025,*,1.00,,304247
30/05/2025,*,1.00,,304248
30/05/2025,*,1.00,,304255
30/05/2025,*,1.00,,304264
30/05/2025,*,1.00,,304270
30/05/2025,*,1.00,,304282
30/05/2025,*,1.00,,304285
30/05/2025,*,1.00,,304286
07/01/2026,*,"2,246.00",ESTELA MONTENEGRO S.R.L.,304288
30/05/2025,*,1.00,,304290
30/05/2025,*,1.00,,304291
07/01/2026,*,767.00,ESTELA MONTENEGRO S.R.L.,304292
30/05/2025,*,1.00,,304293
30/05/2025,*,1.00,,304297
30/05/2025,*,1.00,,304298
30/05/2025,*,1.00,,304300
30/05/2025,*,1.00,,304301
30/05/2025,*,1.00,,304306
07/01/2026,CINTA PEGAFAN P/EMBALAR TRANSP/MARRON 48X40 X1,636.00,ESTELA MONTENEGRO S.R.L.,304307
30/05/2025,*,1.00,,304309
30/05/2025,*,1.00,,304310
30/05/2025,*,1.00,,304311
30/05/2025,*,1.00,,304312
30/05/2025,*,1.00,,304313
30/05/2025,*,1.00,,304315
30/05/2025,*,1.00,,304316
30/05/2025,*,1.00,,304324
30/05/2025,*,1.00,,304325
30/05/2025,*,1.00,,304326
30/05/2025,*,1.00,,304327
30/05/2025,*,1.00,,304336
30/05/2025,*,1.00,,304339
02/07/2025,CAJA REGISTRADORA 54517 DISNEY PRINCESA,"17,634.00",,304343
30/05/2025,*,1.00,,304344
30/05/2025,*,1.00,,304345
30/05/2025,*,1.00,,304346
30/05/2025,*,1.00,,304367
30/05/2025,*,1.00,,304394
30/05/2025,*,1.00,,304395
11/10/2025,SQUISHY BICHOS 16406,"1,690.00",WINNIE,304396
30/05/2025,*,1.00,,304400
30/05/2025,*,1.00,,304401
30/05/2025,*,1.00,,304402
30/05/2025,*,1.00,,304403
30/05/2025,*,1.00,,304404
30/05/2025,*,1.00,,304405
30/05/2025,*,1.00,,304406
30/05/2025,*,1.00,,304407
30/05/2025,*,1.00,,304408
30/05/2025,*,1.00,,304409
30/05/2025,*,1.00,,304410
30/05/2025,*,1.00,,304411
30/05/2025,*,1.00,,304431
30/05/2025,*,1.00,,304432
30/05/2025,*,1.00,,304437
30/05/2025,*,1.00,,304460
30/05/2025,*,1.00,,304461
30/05/2025,*,1.00,,304462
30/05/2025,*,1.00,,304463
30/05/2025,*,1.00,,304464
30/05/2025,*,1.00,,304465
30/05/2025,*,1.00,,304467
30/05/2025,*,1.00,,304468
30/05/2025,*,1.00,,304469
30/05/2025,*,1.00,,304472
30/05/2025,*,1.00,,304501
30/05/2025,*,1.00,,304502
30/05/2025,*,1.00,,304503
30/05/2025,*,1.00,,304504
30/05/2025,*,1.00,,304505
30/05/2025,*,1.00,,304506
30/05/2025,*,1.00,,304507
30/05/2025,*,1.00,,304508
30/05/2025,*,1.00,,304514
30/05/2025,*,1.00,,304516
30/05/2025,*,1.00,,304518
30/05/2025,*,1.00,,304576
30/05/2025,*,1.00,,304578
30/05/2025,*,1.00,,304580
30/05/2025,*,1.00,,304581
30/05/2025,*,1.00,,304587
30/05/2025,*,1.00,,304589
30/05/2025,*,1.00,,304592
30/05/2025,*,1.00,,304594
30/05/2025,*,1.00,,304596
30/05/2025,*,1.00,,304597
30/05/2025,*,1.00,,304600
30/05/2025,*,1.00,,304603
30/05/2025,*,1.00,,304607
30/05/2025,*,1.00,,304612
30/05/2025,*,1.00,,304616
30/05/2025,*,1.00,,304617
30/05/2025,*,1.00,,304652
30/05/2025,*,1.00,,304654
30/05/2025,*,1.00,,304655
30/05/2025,*,1.00,,304656
30/05/2025,*,1.00,,304665
30/05/2025,*,1.00,,304700
30/05/2025,*,1.00,,304703
30/05/2025,*,1.00,,304704
30/05/2025,*,1.00,,304705
30/05/2025,*,1.00,,304711
30/05/2025,*,1.00,,304712
30/05/2025,*,1.00,,304713
30/05/2025,*,1.00,,304714
30/05/2025,*,1.00,,304715
30/05/2025,*,1.00,,304716
30/05/2025,*,1.00,,304721
30/05/2025,*,1.00,,304722
30/05/2025,*,1.00,,304723
30/05/2025,*,1.00,,304750
07/01/2026,ADHESIVO E/BARRA EM CABEZA CAPIBARA 2413,"2,700.00",ESTELA MONTENEGRO S.R.L.,304752
30/05/2025,*,1.00,,304753
30/05/2025,*,1.00,,304754
30/05/2025,*,1.00,,304770
30/05/2025,*,1.00,,304771
30/05/2025,*,1.00,,304772
30/05/2025,*,1.00,,304802
30/05/2025,*,1.00,,304803
30/05/2025,*,1.00,,304804
30/05/2025,*,1.00,,304805
30/05/2025,*,1.00,,304806
30/05/2025,*,1.00,,304838
30/05/2025,*,1.00,,304840
30/05/2025,*,1.00,,304841
30/05/2025,*,1.00,,304844
30/05/2025,*,1.00,,304847
30/05/2025,*,1.00,,304850
30/05/2025,*,1.00,,304852
30/05/2025,*,1.00,,304854
30/05/2025,*,1.00,,304863
30/05/2025,*,1.00,,304864
30/05/2025,*,1.00,,305007
30/05/2025,*,1.00,,305017
30/05/2025,*,1.00,,305027
30/05/2025,*,1.00,,305037
30/05/2025,*,1.00,,305038
30/05/2025,*,1.00,,305039
30/05/2025,*,1.00,,305040
30/05/2025,*,1.00,,305046
30/05/2025,*,1.00,,305049
30/05/2025,*,1.00,,305050
30/05/2025,*,1.00,,305051
30/05/2025,*,1.00,,305052
30/05/2025,*,1.00,,305053
30/05/2025,*,1.00,,305054
30/05/2025,*,1.00,,305055
30/05/2025,*,1.00,,305057
30/05/2025,*,1.00,,305061
30/05/2025,*,1.00,,305062
30/05/2025,*,1.00,,305064
30/05/2025,*,1.00,,305067
30/05/2025,*,1.00,,305070
30/05/2025,*,1.00,,305071
30/05/2025,*,1.00,,305072
30/05/2025,*,1.00,,305073
30/05/2025,*,1.00,,305074
30/05/2025,*,1.00,,305075
30/05/2025,*,1.00,,305078
30/05/2025,*,1.00,,305079
30/05/2025,*,1.00,,305080
30/05/2025,*,1.00,,305081
30/05/2025,*,1.00,,305083
30/05/2025,*,1.00,,305084
30/05/2025,*,1.00,,305085
30/05/2025,*,1.00,,305086
30/05/2025,*,1.00,,305093
30/05/2025,*,1.00,,305097
30/05/2025,*,1.00,,305098
30/05/2025,*,1.00,,305100
30/05/2025,*,1.00,,305102
30/05/2025,*,1.00,,305103
30/05/2025,*,1.00,,305104
30/05/2025,*,1.00,,305105
30/05/2025,*,1.00,,305107
30/05/2025,*,1.00,,305108
30/05/2025,*,1.00,,305114
30/05/2025,*,1.00,,305115
30/05/2025,*,1.00,,305118
30/05/2025,*,1.00,,305122
30/05/2025,*,1.00,,305127
30/05/2025,*,1.00,,305128
30/05/2025,*,1.00,,305129
30/05/2025,*,1.00,,305130
30/05/2025,*,1.00,,305132
30/05/2025,*,1.00,,305138
30/05/2025,*,1.00,,305139
30/05/2025,*,1.00,,305141
30/05/2025,*,1.00,,305143
30/05/2025,*,1.00,,305148
30/05/2025,*,1.00,,305150
30/05/2025,*,1.00,,305155
30/05/2025,*,1.00,,305156
30/05/2025,*,1.00,,305158
30/05/2025,*,1.00,,305162
30/05/2025,*,1.00,,305163
30/05/2025,*,1.00,,305164
30/05/2025,*,1.00,,305166
30/05/2025,*,1.00,,305167
30/05/2025,*,1.00,,305168
30/05/2025,*,1.00,,305182
30/05/2025,*,1.00,,305183
30/05/2025,*,1.00,,305190
30/05/2025,*,1.00,,305191
30/05/2025,*,1.00,,305192
30/05/2025,*,1.00,,305200
30/05/2025,*,1.00,,305203
30/05/2025,*,1.00,,305205
30/05/2025,*,1.00,,305214
30/05/2025,*,1.00,,305218
30/05/2025,*,1.00,,305228
30/05/2025,*,1.00,,305252
30/05/2025,*,1.00,,305253
30/05/2025,*,1.00,,305254
30/05/2025,*,1.00,,305262
30/05/2025,*,1.00,,305299
30/05/2025,*,1.00,,305300
30/05/2025,*,1.00,,305302
30/05/2025,*,1.00,,305304
30/05/2025,*,1.00,,305305
30/05/2025,*,1.00,,305335
30/05/2025,*,1.00,,305336
30/05/2025,*,1.00,,305337
30/05/2025,*,1.00,,305338
30/05/2025,*,1.00,,305345
24/07/2025,SOMBRAS X 9 COLORES UF030-2 FRESH JUICY USHAS,"3,250.00",,305348
07/01/2026,STICKERS CON RELIEVE / DIY STICKERS FOR CHILDREN EVA FASHION DFT-020 / DFT-030,1.00,,305350
30/05/2025,*,1.00,,305352
30/05/2025,*,1.00,,305355
30/05/2025,*,1.00,,305356
30/05/2025,*,1.00,,305358
30/05/2025,*,1.00,,305359
30/05/2025,*,1.00,,305361
30/05/2025,*,1.00,,305362
30/05/2025,*,1.00,,305365
30/05/2025,*,1.00,,305367
30/05/2025,*,1.00,,305368
30/05/2025,*,1.00,,305372
30/05/2025,*,1.00,,305373
17/07/2025,STRAPP COLGANTE PARA CELULAR,"1,400.00",,305402
30/05/2025,*,1.00,,305404
30/05/2025,*,1.00,,305405
30/05/2025,*,1.00,,305406
30/05/2025,*,1.00,,305411
30/05/2025,*,1.00,,305413
30/05/2025,*,1.00,,305450
30/05/2025,*,1.00,,305451
30/05/2025,*,1.00,,305453
30/05/2025,*,1.00,,305456
30/05/2025,*,1.00,,305457
30/05/2025,*,1.00,,305459
30/05/2025,*,1.00,,305460
30/05/2025,*,1.00,,305461
30/05/2025,*,1.00,,305462
30/05/2025,*,1.00,,305463
30/05/2025,*,1.00,,305464
30/05/2025,*,1.00,,306005
30/05/2025,*,1.00,,306009
30/05/2025,*,1.00,,306011
30/05/2025,*,1.00,,306014
30/05/2025,*,1.00,,306017
05/07/2025,JUEGO DE MESA TOTO GAMES SUMAR 2559,"2,860.00",,306019
30/05/2025,*,1.00,,306021
30/05/2025,*,1.00,,306022
30/05/2025,*,1.00,,306023
30/05/2025,*,1.00,,306024
30/05/2025,*,1.00,,306032
30/05/2025,*,1.00,,306033
30/05/2025,*,1.00,,306034
30/05/2025,*,1.00,,306035
30/05/2025,*,1.00,,306036
30/05/2025,*,1.00,,306041
30/05/2025,*,1.00,,306042
30/05/2025,*,1.00,,306043
30/05/2025,*,1.00,,306047
30/05/2025,*,1.00,,306050
30/05/2025,*,1.00,,306051
30/05/2025,*,1.00,,306057
30/05/2025,*,1.00,,306058
30/05/2025,*,1.00,,306059
30/05/2025,*,1.00,,306060
30/05/2025,*,1.00,,306061
30/05/2025,*,1.00,,306064
30/05/2025,*,1.00,,306065
30/05/2025,*,1.00,,306066
30/05/2025,*,1.00,,306067
30/05/2025,*,1.00,,306068
30/05/2025,*,1.00,,306069
30/05/2025,*,1.00,,306075
30/05/2025,*,1.00,,306076
30/05/2025,*,1.00,,306082
30/05/2025,*,1.00,,306091
30/05/2025,*,1.00,,306129
30/05/2025,*,1.00,,306130
30/05/2025,*,1.00,,306131
30/05/2025,*,1.00,,306132
30/05/2025,*,1.00,,306139
30/05/2025,*,1.00,,306141
30/05/2025,*,1.00,,306142
30/05/2025,*,1.00,,306143
07/01/2026,AGENDA KATANA 2026 A6 519650,1.00,,306144
30/05/2025,*,1.00,,306145
30/05/2025,*,1.00,,306173
30/05/2025,*,1.00,,306174
30/05/2025,*,1.00,,306175
30/05/2025,*,1.00,,306178
30/05/2025,*,1.00,,306180
30/05/2025,*,1.00,,306181
30/05/2025,*,1.00,,306195
30/05/2025,*,1.00,,306196
30/05/2025,*,1.00,,306222
30/05/2025,*,1.00,,306338
30/05/2025,*,1.00,,306339
30/05/2025,*,1.00,,306347
30/05/2025,*,1.00,,306350
30/05/2025,*,1.00,,306351
30/05/2025,*,1.00,,306373
30/05/2025,*,1.00,,306378
30/05/2025,*,1.00,,306379
30/05/2025,*,1.00,,306380
30/05/2025,*,1.00,,306381
30/05/2025,*,1.00,,306384
30/05/2025,*,1.00,,306385
30/05/2025,*,1.00,,306386
30/05/2025,*,1.00,,306387
30/05/2025,*,1.00,,306390
30/05/2025,*,1.00,,306391
30/05/2025,*,1.00,,306400
30/05/2025,*,1.00,,306401
30/05/2025,*,1.00,,306402
30/05/2025,*,1.00,,306409
30/05/2025,*,1.00,,306415
30/05/2025,*,1.00,,306416
30/05/2025,*,1.00,,306420
30/05/2025,*,1.00,,306423
30/05/2025,*,1.00,,306429
30/05/2025,*,1.00,,306448
07/01/2026,ROLLO MAUGER/SELF OBRA 43X35 X10,"5,663.00",ESTELA MONTENEGRO S.R.L.,306449
30/05/2025,*,1.00,,306451
30/05/2025,*,1.00,,306459
30/05/2025,*,1.00,,306523
30/05/2025,*,1.00,,306525
